title,company,location,contract_type,posted_date,company_logo,job_url
Senior Data Engineer,ازکی | Azki‌.com,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/yXwg9CPWd9InJkfx6j1PX-boWRo=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/889149dd-6cc9-43a2-ace3-ef45bc69dfa3/main.jpg,https://jobinja.ir/companies/azki/jobs/ts4G/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B2%DA%A9%DB%8C?_ref=16&_t=352e3132372e3234382e3736
Senior Security Engineer,والکس | Wallex,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/S7ByCMhuAQQnqkckcPgoWXur2TM=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9bc21399-9402-43a7-9393-e170c05a933d/main.png,https://jobinja.ir/companies/wallex/jobs/ts4R/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-security-engineer-%D8%AF%D8%B1-%D9%88%D8%A7%D9%84%DA%A9%D8%B3?_ref=16&_t=352e3132372e3234382e3736
Data Platform Engineer,بیت‌ پین | Bitpin,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/uMD9QU16qxDdjLki5DbrSX18Oyw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9d4b8740-0419-43ea-a009-5902e46e09bc/main.jpg,https://jobinja.ir/companies/bitpin/jobs/t6y0/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-platform-engineer-%D8%AF%D8%B1-%D8%A8%DB%8C%D8%AA-%D9%BE%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
مهندس هوش مصنوعی (رشت),پارسه | Parseh,گیلان، رشت,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://jobinja.ir/assets/img/logo-placeholder.png,https://jobinja.ir/companies/parseh-40/jobs/tsa8/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%B1%D8%B4%D8%AA-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B1%D8%B3%D9%87?_ref=16&_t=352e3132372e3234382e3736
Data Analyst,توسعه تجارت و فناوری تارا | Tara,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/2wgd_nh0w7zppOoqmH1-6w_35pY=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/f8a56b81-b843-45d9-9e03-75a9799b4785/main.png,https://jobinja.ir/companies/tara-16/jobs/tcrr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%AA%D8%A7%D8%B1%D8%A7?_ref=16&_t=352e3132372e3234382e3736
مهندس هوش مصنوعی عامل‌گرا (Agentic LLM Engineer-دورکاری),رنتیفا | Rentifa,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/6cdhFSb9RrvxcHPtdVftSk7sODc=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/855f52ce-93c0-4355-9998-6f32fde99c45/main.png,https://jobinja.ir/companies/rentifa/jobs/tsph/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%B9%D8%A7%D9%85%D9%84-%DA%AF%D8%B1%D8%A7-agentic-llm-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D8%B1%D9%86%D8%AA%DB%8C%D9%81%D8%A7?_ref=16&_t=352e3132372e3234382e3736
Data Engineer/Analyst (اصفهان),دایرکتم | Directam,اصفهان، اصفهان,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/nD0A78BrqGAgxvHz3ar5SRonQrE=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/944bb492-10c0-4200-b323-30564e4331f0/main.jpg,https://jobinja.ir/companies/directam/jobs/tsax/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-analyst-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%AF%D8%A7%DB%8C%D8%B1%DA%A9%D8%AA%D9%85?_ref=16&_t=352e3132372e3234382e3736
AI Software Engineer,کارگزاری مفید | Mofid Securities,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۳ روز پیش),https://thumb2.jobinjacdn.com/xsLTi5dydp61nFZN5vJod8gisSs=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/80f06915-6067-49e0-8b92-96ca149837a0/main.jpg,https://jobinja.ir/companies/mofid-securities/jobs/tsab/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-ai-software-engineer-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D9%85%D9%81%DB%8C%D8%AF?_ref=16&_t=352e3132372e3234382e3736
(Software Engineer (Back-End,زرینو | Zarrino,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/hlmclAEqFwyzCbNcX6nt3MLF1fQ=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/c327c635-c854-4208-9aff-1eb704f9250d/main.png,https://jobinja.ir/companies/Zarrino/jobs/t6o2/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-back-end-%D8%AF%D8%B1-%D8%B2%D8%B1%DB%8C%D9%86%D9%88?_ref=16&_t=352e3132372e3234382e3736
Senior QA Engineer,خودرو45 | Khodro45,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/MIdPFyx_AwIQUqWDewLcEZTHxkM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/8a08964f-322f-41c8-8e40-010c32d37236/main.jpg,https://jobinja.ir/companies/carpars/jobs/tFtW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-qa-engineer-%D8%AF%D8%B1-%D8%AE%D9%88%D8%AF%D8%B1%D9%8845?_ref=16&_t=352e3132372e3234382e3736
(Software Engineer (Crypto Trading & HFT,بیت‌ پین | Bitpin,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/uMD9QU16qxDdjLki5DbrSX18Oyw=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9d4b8740-0419-43ea-a009-5902e46e09bc/main.jpg,https://jobinja.ir/companies/bitpin/jobs/AiOZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-software-engineer-crypto-trading-hft-%D8%AF%D8%B1-%D8%A8%DB%8C%D8%AA-%D9%BE%DB%8C%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Backend Engineer (Java),ملی گلد | Melligold,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/odTEUloyTd8D2aaoKkX95D4ad78=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/34c6edbf-2e19-4e00-be86-8f5cb8351f9c/main.jpg,https://jobinja.ir/companies/yara-tajart-elektronik-banian/jobs/tsUa/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-backend-engineer-java-%D8%AF%D8%B1-%D9%85%D9%84%DB%8C-%DA%AF%D9%84%D8%AF?_ref=16&_t=352e3132372e3234382e3736
Business Data Analyst,تدبیر سیستم ایرانیان | Tsinco,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/JLbSXRI-KCExvGraTDf8PHJxuDo=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/300a5b17-1959-41fa-a449-964b8d03cb14/main.png,https://jobinja.ir/companies/tsinco-1/jobs/tsUg/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-business-data-analyst-%D8%AF%D8%B1-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Software Engineer,پردازش اطلاعات مالی مبنا | Mabna DP,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/TxkYH_SqCK2hZQaw1Pqd-xksLRk=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9148ec62-baff-11e8-9b18-26a4da5b8340_b079e34c-8c19-446c-b56f-52aa412d04f9/main.png,https://jobinja.ir/companies/mabna-dp/jobs/tIgE/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-software-engineer-%D8%AF%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D9%85%D8%A7%D9%84%DB%8C-%D9%85%D8%A8%D9%86%D8%A7?_ref=16&_t=352e3132372e3234382e3736
(Senior Data Engineer (DataOps,توسعه فناوری سوشیانت | Soshyant,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/R2Pvt9K4axGEd5XW1ecXuLpcaMs=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e94d74ce-2717-11eb-9222-d6b790452c1a_c0824f25-5ce1-440d-8ff6-43bccd348d9e/main.jpg,https://jobinja.ir/companies/soshyant-1/jobs/tsPP/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-engineer-dataops-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%B3%D9%88%D8%B4%DB%8C%D8%A7%D9%86%D8%AA?_ref=16&_t=352e3132372e3234382e3736
کارشناس تست و تضمین کیفیت نرم‌افزار (QA Engineer),رایان بهمن پرداز | Rayan Bahman Pardaz,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/QzXphhWs-JiRehOgUx5FhLIsPB8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/92920ddc-ae2e-11ea-bd6a-26a4da5b8340_926d8643-440e-430b-95af-139373b5ebfd/main.png,https://jobinja.ir/companies/rayan-bahman-pardaz/jobs/tsHj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AA%D8%B3%D8%AA-%D9%88-%D8%AA%D8%B6%D9%85%DB%8C%D9%86-%DA%A9%DB%8C%D9%81%DB%8C%D8%AA-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-qa-engineer-%D8%AF%D8%B1-%D8%B1%D8%A7%DB%8C%D8%A7%D9%86-%D8%A8%D9%87%D9%85%D9%86-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2?_ref=16&_t=352e3132372e3234382e3736
Data Scientist,فناوری های پیشرفته تبادل امن | FPTA,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/2-YVy2Xt8EqqB_-30HUI3_eNcH8=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/68164512-f0b7-4c1b-9d3c-bb5e75671339/main.png,https://jobinja.ir/companies/fpta/jobs/tswr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-scientist-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AA%D8%A8%D8%A7%D8%AF%D9%84-%D8%A7%D9%85%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Data Scientist,تدبیر سیستم ایرانیان | Tsinco,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۴ روز پیش),https://thumb2.jobinjacdn.com/JLbSXRI-KCExvGraTDf8PHJxuDo=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/300a5b17-1959-41fa-a449-964b8d03cb14/main.png,https://jobinja.ir/companies/tsinco-1/jobs/tssi/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-scientist-%D8%AF%D8%B1-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
منتور مهندس نرم افزار (Software Engineer-دورکاری),گُل اِرن  | GoalEarn,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۵ روز پیش),https://thumb2.jobinjacdn.com/1FbocXedXYuecABMqXIWlOcblpw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6993425b-b1c7-4e45-967c-213d48005c78/main.png,https://jobinja.ir/companies/goalearn/jobs/tss1/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%86%D8%AA%D9%88%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-software-engineer-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF-%D9%84-%D8%A7-%D8%B1%D9%86?_ref=16&_t=352e3132372e3234382e3736
AI Engineer (Junior),نرم افزاری سما سامانه | Sama Samaneh,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۵ روز پیش),https://thumb2.jobinjacdn.com/aF7X9M_DyEdDkgHLIXtEggi8-f8=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/9f6215a8-f305-4e59-a079-b16323c6a7f2/main.jpg,https://jobinja.ir/companies/samasamaneh/jobs/tIni/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-ai-engineer-junior-%D8%AF%D8%B1-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D8%B3%D9%85%D8%A7-%D8%B3%D8%A7%D9%85%D8%A7%D9%86%D9%87?_ref=16&_t=352e3132372e3234382e3736
Data Analyst (مشهد),کلور | Clever,خراسان رضوی، مشهد,"قرارداد
              تمام‌وقت",(۱۶ روز پیش),https://thumb2.jobinjacdn.com/s4Tqd6Oo4qVJuQhRiQ7S6FRFKtI=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/bee351e0-9db5-4f58-85f2-90cc44f55e56/main.png,https://jobinja.ir/companies/clever-2/jobs/ts0T/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-analyst-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%DA%A9%D9%84%D9%88%D8%B1?_ref=16&_t=352e3132372e3234382e3736
برنامه‌نویس فرانت‌اند (Front-End Developer-ارومیه),مهندسی فناوری اطلاعات داده گستر آرشام | Arsham Data Extender,آذربایجان غربی، ارومیه,"قرارداد
              تمام‌وقت",(۱۶ روز پیش),https://thumb2.jobinjacdn.com/eKij2k3QrCSk8JwXb2pLLZRoymc=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/b4505ca1-2ac6-4960-8f5d-18899eff1d1e/main.png,https://jobinja.ir/companies/arsham-data-extender/jobs/tIIC/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%81%D8%B1%D8%A7%D9%86%D8%AA-%D8%A7%D9%86%D8%AF-front-end-developer-%D8%A7%D8%B1%D9%88%D9%85%DB%8C%D9%87-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%A7%D8%B7%D9%84%D8%A7%D8%B9%D8%A7%D8%AA-%D8%AF%D8%A7%D8%AF%D9%87-%DA%AF%D8%B3%D8%AA%D8%B1-%D8%A2%D8%B1%D8%B4%D8%A7%D9%85?_ref=16&_t=352e3132372e3234382e3736
AI Engineer,طوبی تک | toobatech,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۶ روز پیش),https://thumb2.jobinjacdn.com/RupQBmRSIlO81NNi6LikH1VzMrw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/54351634-5beb-435c-b8e0-1fd044b06c13/main.png,https://jobinja.ir/companies/toobatech/jobs/ts2a/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-ai-engineer-%D8%AF%D8%B1-%D8%B7%D9%88%D8%A8%DB%8C-%D8%AA%DA%A9?_ref=16&_t=352e3132372e3234382e3736
منتور تحلیل داده (Data analysis-دورکاری),گُل اِرن  | GoalEarn,تهران، تهران,"قرارداد
              دورکاری",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/1FbocXedXYuecABMqXIWlOcblpw=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/6993425b-b1c7-4e45-967c-213d48005c78/main.png,https://jobinja.ir/companies/goalearn/jobs/tsLX/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%86%D8%AA%D9%88%D8%B1-%D8%AA%D8%AD%D9%84%DB%8C%D9%84-%D8%AF%D8%A7%D8%AF%D9%87-data-analysis-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%DA%AF-%D9%84-%D8%A7-%D8%B1%D9%86?_ref=16&_t=352e3132372e3234382e3736
Senior Platform Engineer (Java/Go),گروه اسنپ | Snapp Group,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/8GhQs4aK88HRewqMc-emlSjdhUM=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e1c13d4b-6e85-43f0-a737-6b06578786a1/main.jpg,https://jobinja.ir/companies/snapp-group-1/jobs/ts27/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-platform-engineer-java-go-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16&_t=352e3132372e3234382e3736
QA Engineer (Mid-Level),گروه متازی | MetaZi Group,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/8P7zgf3f_puHikOdGaII5MM_A6o=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/eb002997-4908-4d68-a931-23d7bb866157/main.jpg,https://jobinja.ir/companies/metazi-group/jobs/tILW/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-qa-engineer-mid-level-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D8%AA%D8%A7%D8%B2%DB%8C?_ref=16&_t=352e3132372e3234382e3736
Senior .Net engineer,تلنت‌بریج | TalentBridge GmbH,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/NqfQif0rNuQh_tQIFR40hj6wjXg=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a2976e4e-f1d2-11e8-8ba4-d6b790452c1a_e172b873-ac5b-414d-89b9-3345b507a4da/main.png,https://jobinja.ir/companies/talentbridge-gmbh/jobs/tI2M/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-net-engineer-%D8%AF%D8%B1-%D8%AA%D9%84%D9%86%D8%AA-%D8%A8%D8%B1%DB%8C%D8%AC?_ref=16&_t=352e3132372e3234382e3736
Senior Golang Engineer,تلنت‌بریج | TalentBridge GmbH,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/NqfQif0rNuQh_tQIFR40hj6wjXg=/fit-in/128x128/filters:strip_exif():fill(transparent):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/a2976e4e-f1d2-11e8-8ba4-d6b790452c1a_e172b873-ac5b-414d-89b9-3345b507a4da/main.png,https://jobinja.ir/companies/talentbridge-gmbh/jobs/tI21/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-golang-engineer-%D8%AF%D8%B1-%D8%AA%D9%84%D9%86%D8%AA-%D8%A8%D8%B1%DB%8C%D8%AC?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,داده کاوان توسن | Tosan Intelligent Data Miners,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/1-8-TQYAXnBR8CTmwJkJ8wKogEQ=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/e0fbbd2d-a666-4b4a-868f-7b0b18d9c36b/main.jpg,https://jobinja.ir/companies/dadeh-kavan-hoshmand-tosan/jobs/ts2V/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%AF%D8%A7%D8%AF%D9%87-%DA%A9%D8%A7%D9%88%D8%A7%D9%86-%D8%AA%D9%88%D8%B3%D9%86?_ref=16&_t=352e3132372e3234382e3736
Data Engineer,تجارت الکترونیک پارسیان | Parsian E-commerce,تهران، تهران,"قرارداد
              تمام‌وقت",(۱۷ روز پیش),https://thumb2.jobinjacdn.com/JIh68X-owCuotumP0brTb_BoIT4=/fit-in/128x128/filters:strip_exif():fill(white):quality(100)/https://mstorage2.jobinjacdn.com/other/files/uploads/images/4b674e89-3d89-463c-9c6d-2744f618ed70/main.jpg,https://jobinja.ir/companies/parsian-e-commerce/jobs/tsSd/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%AA%D8%AC%D8%A7%D8%B1%D8%AA-%D8%A7%D9%84%DA%A9%D8%AA%D8%B1%D9%88%D9%86%DB%8C%DA%A9-%D9%BE%D8%A7%D8%B1%D8%B3%DB%8C%D8%A7%D9%86?_ref=16&_t=352e3132372e3234382e3736
